site_id,handle,company,platform,status,system_ip,freepbx_version,asterisk_version,vm_id,call_center,device_count,features,acct_rep,monthly_cost
478,,,FreePBX,,216.109.194.178,16.0.40.11,18.20.2,,,0,,,
479,,,FreePBX,,69.39.69.13,FUSION,FUSION,,,0,,,
48,,,FreePBX,,205.251.183.58,15.0.17,16.16.2,,,0,,,
480,,,FreePBX,,69.39.69.13,FUSION,FUSION,,,0,,,
481,,,FreePBX,,162.254.68.50,123NET UC,123NET UC,,,0,,,
482,,,FreePBX,,162.254.68.50,123NET UC,123NET UC,,,0,,,
483,,,FreePBX,,216.109.194.179,16.0.40.11,18.20.2,,,0,,,
484,,,FreePBX,,216.109.194.180,16.0.40.13,18.20.2,,,0,,,
486,,,FreePBX,,216.109.194.182,16.0.40.11,18.20.2,,,0,,,
487,,,FreePBX,,216.109.194.183,16.0.40.11,18.20.2,,,0,,,
488,,,FreePBX,,162.254.68.50,123NET UC,123NET UC,,,0,,,
489,,,FreePBX,,216.109.194.184,16.0.40.11,18.20.2,,,0,,,
49,,,FreePBX,,205.251.183.59,15.0.16.44,16.6.2,,,0,,,
490,,,FreePBX,,216.109.194.185,16.0.40.11,18.20.2,,,0,,,
491,,,FreePBX,,216.109.194.186,16.0.40.11,18.20.2,,,0,,,
492,,,FreePBX,,216.109.194.187,16.0.40.13,18.20.2,,,0,,,
493,,,FreePBX,,69.39.69.13,FUSION,FUSION,,,0,,,
494,,,FreePBX,,162.254.68.50,123NET UC,123NET UC,,,0,,,
495,,,FreePBX,,216.109.194.188,16.0.40.11,18.20.2,,,0,,,
496,,,FreePBX,,216.109.194.189,16.0.40.11,18.20.218.20.2,,,0,,,
497,,,FreePBX,,216.109.194.190,16.0.40.11,18.20.2,,,0,,,
498,,,FreePBX,,216.109.194.191,16.0.40.11,18.20.2,,,0,,,
499,,,FreePBX,,216.109.194.192,16.0.40.11,18.20.2,,,0,,,
500,,,FreePBX,,162.254.68.50,123NET UC,123NET UC,,,0,,,
501,,,FreePBX,,216.109.194.193,16.0.40.11,18.20.2,,,0,,,
502,,,FreePBX,,216.109.194.194,16.0.40.11,18.20.2,,,0,,,
503,,,FreePBX,,162.254.68.50,123NET UC,123NET UC,,,0,,,
504,,,FreePBX,,216.109.194.195,16.0.40.11,18.20.2,,,0,,,
505,,,FreePBX,,216.109.194.196,16.0.40.13,18.26.2,,,0,,,
507,,,FreePBX,,216.109.194.198,16.0.40.11,18.20.2,,,0,,,
508,,,FreePBX,,162.254.68.50,123NET UC,123NET UC,,,0,,,
509,,,FreePBX,,216.109.194.117,16.0.40.11,18.20.2,,,0,,,
510,,,FreePBX,,162.254.68.50,123NET UC,123NET UC,,,0,,,
512,,,FreePBX,,216.109.194.2,16.0.40.11,18.20.2,,,0,,,
513,,,FreePBX,,216.109.194.3,16.0.40.11,18.20.2,,,0,,,
514,,,FreePBX,,216.109.194.4,16.0.40.13,18.20.2,,,0,,,
515,,,FreePBX,,216.109.194.80,16.0.40.13,18.26.2,,,0,,,
516,,,FreePBX,,216.109.194.7,16.0.41,18.20.2,,,0,,,
517,,,Unknown,,216.109.194.8,,,,,0,,,
518,,,Unknown,,216.109.194.9,,,,,0,,,
519,,,Unknown,,216.109.194.10,,,,,0,,,
52,,,FreePBX,,216.109.194.62,15.0.17,16.15.1,,,0,,,
520,,,FreePBX,,69.39.88.42,16.0.41,18.26.4,,,0,,,
521,,,FreePBX,,216.109.194.52,16.0.40.11,18.20.2,,,0,,,
522,,,FreePBX,,216.109.194.45,16.0.40.11,18.20.2,,,0,,,
523,,,FreePBX,,69.39.88.19,16.0.40.13,18.20.2,,,0,,,
524,,,FreePBX,,69.39.69.23,15.0.37.9,16.30.0,,,0,,,
525,,,FreePBX,,69.39.69.159,16.0.40.13,18.20.2,,,0,,,
526,,,Unknown,,216.109.194.17,,,,,0,,,
527,,,FreePBX,,69.39.69.13,FUSION,FUSION,,,0,,,
528,,,FreePBX,,216.109.194.34,16.0.40.11,18.20.2,,,0,,,
529,,,FreePBX,,69.39.69.13,FUSION,FUSION,,,0,,,
53,,,FreePBX,,216.109.194.61,15.0.17,16.15.1,,,0,,,
530,,,FreePBX,,162.254.68.50,123NET UC,123NET UC,,,0,,,
531,,,FreePBX,,216.109.194.35,16.0.40.13,18.20.2,,,0,,,
532,,,FreePBX,,216.109.194.36,16.0.40.13,18.20.2,,,0,,,
533,,,FreePBX,,216.109.194.37,16.0.40.13,18.20.2,,,0,,,
534,,,FreePBX,,162.254.68.50,123NET UC,123NET UC,,,0,,,
535,,,FreePBX,,162.254.68.50,123NET UC,123NET UC,,,0,,,
536,,,FreePBX,,216.109.194.38,16.0.40.11,18.20.2,,,0,,,
537,,,FreePBX,,216.109.194.39,16.0.40.11,18.20.2,,,0,,,
538,,,FreePBX,,216.109.194.40,16.0.40.13,18.20.2,,,0,,,
539,,,FreePBX,,216.109.194.51,16.0.40.11,18.20.2,,,0,,,
54,,,FreePBX,,216.109.194.63,15.0.16.78,16.15.1,,,0,,,
540,,,Unknown,,216.109.194.42,,,,,0,,,
541,,,FreePBX,,216.109.194.43,16.0.40.11,18.20.2,,,0,,,
542,,,FreePBX,,216.109.194.44,16.0.40.11,18.20.2,,,0,,,
543,,,FreePBX,,162.254.68.50,123NET UC,123NET UC,,,0,,,
544,,,FreePBX,,162.254.68.50,123NET UC,123NET UC,,,0,,,
545,,,FreePBX,,162.254.68.50,123NET UC,123NET UC,,,0,,,
546,,,FreePBX,,216.109.194.46,16.0.40.13,18.20.2,,,0,,,
547,,,FreePBX,,216.109.194.47,16.0.40.13,18.20.2,,,0,,,
548,,,FreePBX,,216.109.194.48,16.0.40.11,18.20.2,,,0,,,
549,,,FreePBX,,162.254.68.50,123NET UC,123NET UC,,,0,,,
550,,,FreePBX,,69.39.88.22,16.0.40.13,18.26.4,,,0,,,
551,,,FreePBX,,69.39.69.141,16.0.40.13,18.26.2,,,0,,,
552,,,FreePBX,,216.109.194.53,16.0.40.13,18.20.2,,,0,,,
553,,,FreePBX,,216.109.194.54,16.0.40.13,18.26.2,,,0,,,
554,,,FreePBX,,216.109.194.55,16.0.40.11,18.20.2,,,0,,,
555,,,FreePBX,,216.109.194.56,16.0.40.13,18.20.2,,,0,,,
556,,,FreePBX,,216.109.194.57,16.0.40.13,18.20.2,,,0,,,
557,,,Unknown,,216.109.194.58,,,,,0,,,
558,,,FreePBX,,216.109.194.72,16.0.40.13,18.20.2,,,0,,,
559,,,FreePBX,,216.109.194.84,16.0.40.13,18.20.2,,,0,,,
56,,,FreePBX,,216.109.194.65,15.0.17,16.15.1,,,0,,,
560,,,FreePBX,,69.39.69.50,16.0.40.13,18.20.2,,,0,,,
561,,,FreePBX,,216.109.194.66,16.0.40.13,18.20.2,,,0,,,
562,,,FreePBX,,162.254.68.50,123NET UC,123NET UC,,,0,,,
563,,,FreePBX,,162.254.68.50,123NET UC,123NET UC,,,0,,,
564,,,FreePBX,,216.109.194.73,16.0.40.13,18.20.2,,,0,,,
565,,,FreePBX,,162.254.68.50,123NET UC,123NET UC,,,0,,,
566,,,FreePBX,,216.109.194.85,16.0.40.13,18.26.2,,,0,,,
567,,,FreePBX,,216.109.194.87,16.0.40.13,18.20.2,,,0,,,
568,,,FreePBX,,69.39.69.27,16.0.40.13,18.20.2,,,0,,,
569,,,FreePBX,,162.254.68.50,123NET UC,123NET UC,,,0,,,
57,,,FreePBX,,216.109.194.60,15.0.17,16.15.1,,,0,,,
570,,,FreePBX,,69.39.69.28,16.0.40.13,18.20.2,,,0,,,
571,,,Unknown,,69.39.69.31,,,,,0,,,
572,,,FreePBX,,69.39.69.119,16.0.40.13,18.20.2,,,0,,,
573,,,FreePBX,,162.254.68.50,123NET UC,123NET UC,,,0,,,
574,,,FreePBX,,69.39.69.152,16.0.40.13,18.20.2,,,0,,,
575,,,FreePBX,,69.39.69.178,16.0.40.13,18.26.2,,,0,,,
576,,,FreePBX,,69.39.69.207,16.0.40.13,18.26.2,,,0,,,
577,,,FreePBX,,69.39.69.211,16.0.40.13,18.26.2,,,0,,,
578,,,FreePBX,,69.39.69.218,16.0.40.13,18.26.4,,,0,,,
579,,,FreePBX,,69.39.69.225,16.0.40.13,18.20.2,,,0,,,
58,,,FreePBX,,216.109.194.67,15.0.17,16.15.1,,,0,,,
580,,,FreePBX,,162.254.68.50,123NET UC,123NET UC,,,0,,,
581,,,FreePBX,,162.254.68.50,123NET UC,123NET UC,,,0,,,
582,,,Unknown,,69.39.69.226,,,,,0,,,
583,,,Unknown,,69.39.69.234,,,,,0,,,
584,,,FreePBX,,69.39.69.254,16.0.40.13,18.26.2,,,0,,,
585,,,FreePBX,,69.39.88.57,16.0.41.1,18.26.4,,,0,,,
586,,,FreePBX,,69.39.88.3,16.0.40.13,18.26.2,,,0,,,
587,,,FreePBX,,69.39.88.2,16.0.40.13,18.20.2,,,0,,,
588,,,Unknown,,69.39.88.4,,,,,0,,,
589,,,FreePBX,,69.39.88.5,16.0.40.13,18.20.2,,,0,,,
590,,,FreePBX,,69.39.69.13,FUSION,FUSION,,,0,,,
591,,,FreePBX,,69.39.88.6,16.0.40.13,18.20.2,,,0,,,
592,,,FreePBX,,69.39.88.7,16.0.40.13,18.20.2,,,0,,,
593,,,Unknown,,69.39.88.8,,,,,0,,,
594,,,FreePBX,,69.39.69.13,FUSION,FUSION,,,0,,,
595,,,FreePBX,,69.39.88.12,16.0.40.13,18.26.2,,,0,,,
596,,,FreePBX,,69.39.69.13,FUSION,FUSION,,,0,,,
597,,,FreePBX,,69.39.88.9,16.0.40.13,18.20.2,,,0,,,
598,,,FreePBX,,69.39.88.10,16.0.41,18.20.2,,,0,,,
599,,,FreePBX,,69.39.88.11,16.0.40.13,18.20.2,,,0,,,
6,,,FreePBX,,205.251.183.9,12.0.76.6,12.8.1,,,0,,,
60,,,FreePBX,,216.109.194.71,15.0.17,16.15.1,,,0,,,
600,,,FreePBX,,69.39.69.13,FUSION,FUSION,,,0,,,
601,,,Unknown,,69.39.88.13,,,,,0,,,
602,,,Unknown,,69.39.88.14,,,,,0,,,
603,,,FreePBX,,69.39.88.15,16.0.41.1,18.26.4,,,0,,,
604,,,Unknown,,69.39.88.16,,,,,0,,,
605,,,FreePBX,,69.39.88.17,16.0.41,18.26.4,,,0,,,
606,,,FreePBX,,69.39.88.18,16.0.40.13,18.20.2,,,0,,,
607,,,Unknown,,69.39.88.20,,,,,0,,,
608,,,FreePBX,,162.254.68.50,123NET UC,123NET UC,,,0,,,
609,,,Unknown,,69.39.88.21,,,,,0,,,
61,,,FreePBX,,216.109.194.70,14.0.13.23,16.4.1,,,0,,,
610,,,Unknown,,69.39.88.23,,,,,0,,,
611,,,FreePBX,,69.39.88.24,16.0.41.4,18.26.4,,,0,,,
612,,,FreePBX,,69.39.88.25,16.0.41,18.26.4,,,0,,,
613,,,FreePBX,,69.39.88.26,16.0.41.1,18.26.4,,,0,,,
614,,,Unknown,,69.39.88.27,,,,,0,,,
615,,,Unknown,,69.39.88.28,,,,,0,,,
616,,,Unknown,,69.39.88.29,,,,,0,,,
617,,,Unknown,,69.39.88.30,,,,,0,,,
618,,,FreePBX,,162.254.68.50,123NET UC,123NET UC,,,0,,,
619,,,Unknown,,69.39.88.31,,,,,0,,,
620,,,Unknown,,69.39.88.32,,,,,0,,,
621,,,FreePBX,,69.39.88.33,16.0.41,18.26.4,,,0,,,
622,,,FreePBX,,69.39.88.34,16.0.41.1,18.26.4,,,0,,,
623,,,FreePBX,,162.254.68.50,123NET UC,123NET UC,,,0,,,
624,,,Unknown,,69.39.88.35,,,,,0,,,
625,,,Unknown,,69.39.88.36,,,,,0,,,
626,,,FreePBX,,69.39.88.37,16.0.41.1,18.20.2,,,0,,,
627,,,FreePBX,,69.39.88.38,16.0.41.4,18.26.4,,,0,,,
628,,,Unknown,,69.39.88.39,,,,,0,,,
629,,,Unknown,,69.39.88.40,,,,,0,,,
63,,,FreePBX,,216.109.194.68,15.0.17,16.15.1,,,0,,,
630,,,Unknown,,69.39.88.41,,,,,0,,,
631,,,FreePBX,,69.39.88.43,16.0.41,18.26.4,,,0,,,
632,,,Unknown,,69.39.88.44,,,,,0,,,
633,,,Unknown,,69.39.88.45,,,,,0,,,
634,,,Unknown,,69.39.88.46,,,,,0,,,
635,,,Unknown,,69.39.88.47,,,,,0,,,
636,,,FreePBX,,69.39.88.48,16.0.41.1,18.26.4,,,0,,,
637,,,FreePBX,,69.39.88.49,16.0.41.1,18.26.4,,,0,,,
638,,,Unknown,,69.39.88.50,,,,,0,,,
639,,,FreePBX,,69.39.88.51,16.0.41.1,18.26.4,,,0,,,
64,,,FreePBX,,216.109.194.69,15.0.17,16.15.1,,,0,,,
640,,,Unknown,,69.39.88.52,,,,,0,,,
641,,,Unknown,,69.39.88.53,,,,,0,,,
642,,,Unknown,,69.39.88.54,,,,,0,,,
643,,,FreePBX,,69.39.69.13,FUSION,FUSION,,,0,,,
644,,,Unknown,,69.39.88.55,,,,,0,,,
645,,,Unknown,,69.39.88.56,,,,,0,,,
67,,,FreePBX,,216.109.194.74,15.0.17,16.17.0,,,0,,,
68,,,FreePBX,,216.109.194.75,15.0.17,16.9.0,,,0,,,
69,,,FreePBX,,216.109.194.76,15.0.17,16.15.1,,,0,,,
70,,,FreePBX,,216.109.194.77,15.0.17,16.15.1,,,0,,,
71,,,FreePBX,,216.109.194.78,15.0.17,16.17.0,,,0,,,
73,,,FreePBX,,216.109.194.79,15.0.17,16.17.0,,,0,,,
75,,,FreePBX,,216.109.194.81,15.0.17,16.16.2,,,0,,,
76,,,FreePBX,,216.109.194.83,15.0.16.44,16.6.2,,,0,,,
77,,,FreePBX,,216.109.194.82,15.0.17,16.17.0,,,0,,,
80,,,FreePBX,,216.109.194.86,15.0.17,16.17.0,,,0,,,
81,,,FreePBX,,205.251.183.2,2.8.1.0,1.8.4,,,0,,,
83,,,FreePBX,,216.109.194.88,15.0.17,16.15.1,,,0,,,
84,,,FreePBX,,216.109.194.89,15.0.16.44,16.6.2,,,0,,,
85,,,FreePBX,,216.109.194.90,15.0.16.44,16.6.2,,,0,,,
86,,,FreePBX,,216.109.194.91,15.0.17,16.17.0,,,0,,,
87,,,FreePBX,,216.109.194.92,15.0.17,16.15.1,,,0,,,
88,,,FreePBX,,216.109.194.93,15.0.17,16.15.1,,,0,,,
89,,,FreePBX,,216.109.194.94,15.0.17,16.16.2,,,0,,,
90,,,FreePBX,,216.109.194.95,15.0.17,16.17.0,,,0,,,
92,,,FreePBX,,216.109.194.96,15.0.16.57,16.6.2,,,0,,,
93,,,FreePBX,,216.109.194.97,15.0.17,16.17.0,,,0,,,
94,,,FreePBX,,216.109.194.98,15.0.17,16.16.2,,,0,,,
96,,,FreePBX,,216.109.194.100,15.0.16.72,16.11.1,,,0,,,
97,,,FreePBX,,216.109.194.101,15.0.16.72,16.11.1,,,0,,,
